SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
2368,119,"at Northlake Surgery Hospital, for minor outpatient biopsy, my appointment was rescheduled twice, parking took longer than expected, overall the experience felt well managed and clear felt inconsistent honestly",negative,appointment,appointment,negative
2369,119,"at Northlake Surgery Hospital, for minor outpatient biopsy, my appointment was rescheduled twice, parking took longer than expected, overall the experience felt well managed and clear felt inconsistent honestly",negative,parking,parking,negative
2370,659,"I met Dr. Steven Holt, at Westbridge Medical Campus, for spinal fusion procedure, several things went wrong without explanation could just be bad luck",neutral,Dr. Steven Holt,doctor,neutral
2371,659,"I met Dr. Steven Holt, at Westbridge Medical Campus, for spinal fusion procedure, several things went wrong without explanation could just be bad luck",neutral,Westbridge Medical Campus,facility,neutral
2372,659,"I met Dr. Steven Holt, at Westbridge Medical Campus, for spinal fusion procedure, several things went wrong without explanation could just be bad luck",neutral,spinal fusion,surgery,neutral
2373,659,"I met Dr. Steven Holt, at Westbridge Medical Campus, for spinal fusion procedure, several things went wrong without explanation could just be bad luck",neutral,spinal fusion procedure,surgery,neutral
2374,753,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for minor outpatient biopsy, check in for the appointment was confusing, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,Dr. Hannah Brooks,doctor,neutral
2375,753,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for minor outpatient biopsy, check in for the appointment was confusing, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,Northlake Surgery Hospital,facility,neutral
2376,753,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for minor outpatient biopsy, check in for the appointment was confusing, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,minor outpatient biopsy,surgery,neutral
2377,753,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for minor outpatient biopsy, check in for the appointment was confusing, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
2378,753,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for minor outpatient biopsy, check in for the appointment was confusing, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,parking,parking,negative
2379,754,"I met Dr. Alan Moore, nursing staff followed standard checks, parking was easy to find, the experience was acceptable but unremarkable",neutral,Dr. Alan Moore,doctor,neutral
2380,754,"I met Dr. Alan Moore, nursing staff followed standard checks, parking was easy to find, the experience was acceptable but unremarkable",neutral,nursing staff,nurse,neutral
2381,754,"I met Dr. Alan Moore, nursing staff followed standard checks, parking was easy to find, the experience was acceptable but unremarkable",neutral,parking,parking,positive
2382,783,"I met Dr. Hannah Brooks, for arthroscopic knee repair, I had to park far from the entrance, nothing stood out as especially good or bad",neutral,Dr. Hannah Brooks,doctor,neutral
2383,783,"I met Dr. Hannah Brooks, for arthroscopic knee repair, I had to park far from the entrance, nothing stood out as especially good or bad",neutral,arthroscopic knee repair,surgery,neutral
2384,783,"I met Dr. Hannah Brooks, for arthroscopic knee repair, I had to park far from the entrance, nothing stood out as especially good or bad",neutral,parking,parking,negative
2385,243,"I met Dr. Alan Moore, I had to park far from the entrance, the care made me feel comfortable despite small issues",positive,Dr. Alan Moore,doctor,positive
2386,243,"I met Dr. Alan Moore, I had to park far from the entrance, the care made me feel comfortable despite small issues",positive,parking,parking,negative
2387,737,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, check in for the appointment was confusing, the nurse explained the medication schedule, it met basic expectations without much impression maybe I expected more",neutral,Dr. Nina Alvarez,doctor,neutral
2388,737,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, check in for the appointment was confusing, the nurse explained the medication schedule, it met basic expectations without much impression maybe I expected more",neutral,Oakwood Surgical Institute,facility,neutral
2389,737,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, check in for the appointment was confusing, the nurse explained the medication schedule, it met basic expectations without much impression maybe I expected more",neutral,laparoscopic gallbladder removal,surgery,neutral
2390,737,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, check in for the appointment was confusing, the nurse explained the medication schedule, it met basic expectations without much impression maybe I expected more",neutral,nursing staff,nurse,neutral
2391,737,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, check in for the appointment was confusing, the nurse explained the medication schedule, it met basic expectations without much impression maybe I expected more",neutral,appointment,appointment,negative
2392,59,"at Greenfield Medical Center, the appointment process was smooth, nurses changed shifts without notice, overall the experience felt well managed and clear which contradicts what I was told earlier",positive,Greenfield Medical Center,facility,positive
2393,59,"at Greenfield Medical Center, the appointment process was smooth, nurses changed shifts without notice, overall the experience felt well managed and clear which contradicts what I was told earlier",positive,nursing staff,nurse,positive
2394,59,"at Greenfield Medical Center, the appointment process was smooth, nurses changed shifts without notice, overall the experience felt well managed and clear which contradicts what I was told earlier",positive,appointment,appointment,positive
2395,699,"at Greenfield Medical Center, for hernia correction surgery, parking took longer than expected, it met basic expectations without much impression",neutral,Greenfield Medical Center,facility,neutral
2396,699,"at Greenfield Medical Center, for hernia correction surgery, parking took longer than expected, it met basic expectations without much impression",neutral,hernia correction,surgery,neutral
2397,699,"at Greenfield Medical Center, for hernia correction surgery, parking took longer than expected, it met basic expectations without much impression",neutral,hernia correction surgery,surgery,neutral
2398,699,"at Greenfield Medical Center, for hernia correction surgery, parking took longer than expected, it met basic expectations without much impression",neutral,parking,parking,negative
2399,355,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, for hernia correction sugery, nurses changed shifts without notice, I left feeling confused and frustrated",negative,Dr. Hannah Brooks,doctor,negative
2400,355,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, for hernia correction sugery, nurses changed shifts without notice, I left feeling confused and frustrated",negative,Oakwood Surgical Institute,facility,negative
2401,355,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, for hernia correction sugery, nurses changed shifts without notice, I left feeling confused and frustrated",negative,hernia correction,surgery,negative
2402,355,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, for hernia correction sugery, nurses changed shifts without notice, I left feeling confused and frustrated",negative,nursing staff,nurse,negative
2403,46,"I met Dr. Riya Patel, for minor outpatient biopsy, my appointment was rescheduled twice, overall the experience felt well managed and clear maybe I expected more",neutral,Dr. Riya Patel,doctor,neutral
2404,46,"I met Dr. Riya Patel, for minor outpatient biopsy, my appointment was rescheduled twice, overall the experience felt well managed and clear maybe I expected more",neutral,minor outpatient biopsy,surgery,neutral
2405,46,"I met Dr. Riya Patel, for minor outpatient biopsy, my appointment was rescheduled twice, overall the experience felt well managed and clear maybe I expected more",neutral,appointment,appointment,negative
2406,23,"I met Dr. Marcus Lee, my appointment was rescheduled twice, nursing staff followed standard checks, overall the experience felt well managed and clear",neutral,Dr. Marcus Lee,doctor,neutral
2407,23,"I met Dr. Marcus Lee, my appointment was rescheduled twice, nursing staff followed standard checks, overall the experience felt well managed and clear",neutral,nursing staff,nurse,neutral
2408,23,"I met Dr. Marcus Lee, my appointment was rescheduled twice, nursing staff followed standard checks, overall the experience felt well managed and clear",neutral,appointment,appointment,negative
2409,420,"parking signs were unclear, the experience felt disorganized and poorly explained could just be bad luck",neutral,parking,parking,negative
2410,921,"I met Dr. Alan Moore, at Riverside Health Clinic, for spinal fusion procedure, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable hard to judge overall",neutral,Dr. Alan Moore,doctor,neutral
2411,921,"I met Dr. Alan Moore, at Riverside Health Clinic, for spinal fusion procedure, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable hard to judge overall",neutral,Riverside Health Clinic,facility,neutral
2412,921,"I met Dr. Alan Moore, at Riverside Health Clinic, for spinal fusion procedure, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable hard to judge overall",neutral,spinal fusion,surgery,neutral
2413,921,"I met Dr. Alan Moore, at Riverside Health Clinic, for spinal fusion procedure, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable hard to judge overall",neutral,spinal fusion procedure,surgery,neutral
2414,921,"I met Dr. Alan Moore, at Riverside Health Clinic, for spinal fusion procedure, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable hard to judge overall",neutral,nurse (individual),nurse,positive
2415,496,"I met Dr. Nina Alvarez, the nurse explained the medication schedule, I left feeling confused and frustrated",negative,Dr. Nina Alvarez,doctor,negative
2416,496,"I met Dr. Nina Alvarez, the nurse explained the medication schedule, I left feeling confused and frustrated",negative,nursing staff,nurse,negative
2417,765,"I met Dr. Alan Moore, the appointment started late, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience was acceptable but unremarkable maybe I expected more",neutral,Dr. Alan Moore,doctor,neutral
2418,765,"I met Dr. Alan Moore, the appointment started late, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience was acceptable but unremarkable maybe I expected more",neutral,nurse (individual),nurse,positive
2419,765,"I met Dr. Alan Moore, the appointment started late, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience was acceptable but unremarkable maybe I expected more",neutral,appointment,appointment,negative
2420,765,"I met Dr. Alan Moore, the appointment started late, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience was acceptable but unremarkable maybe I expected more",neutral,parking,parking,negative
2421,858,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,Dr. Marcus Lee,doctor,neutral
2422,858,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,Oakwood Surgical Institute,facility,neutral
2423,858,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
2424,858,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, the experience was acceptable but unremarkable",neutral,parking,parking,negative
2425,240,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,Dr. Hannah Brooks,doctor,neutral
2426,240,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,Oakwood Surgical Institute,facility,neutral
2427,240,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,nursing staff,nurse,neutral
2428,240,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,appointment,appointment,negative
2429,347,"I met Dr. Alan Moore, at Riverside Health Clinic, parking took longer than expected, several things went wrong without explanation hard to judge overall",neutral,Dr. Alan Moore,doctor,neutral
2430,347,"I met Dr. Alan Moore, at Riverside Health Clinic, parking took longer than expected, several things went wrong without explanation hard to judge overall",neutral,Riverside Health Clinic,facility,neutral
2431,347,"I met Dr. Alan Moore, at Riverside Health Clinic, parking took longer than expected, several things went wrong without explanation hard to judge overall",neutral,parking,parking,negative
2432,88,"I met Dr. Riya Patel, at Greenfield Medical Center, my appointment was rescheduled twice, parking was easy to find, the care made me feel comfortable despite small issues not sure why this happened",neutral,Dr. Riya Patel,doctor,neutral
2433,88,"I met Dr. Riya Patel, at Greenfield Medical Center, my appointment was rescheduled twice, parking was easy to find, the care made me feel comfortable despite small issues not sure why this happened",neutral,Greenfield Medical Center,facility,neutral
2434,88,"I met Dr. Riya Patel, at Greenfield Medical Center, my appointment was rescheduled twice, parking was easy to find, the care made me feel comfortable despite small issues not sure why this happened",neutral,appointment,appointment,negative
2435,88,"I met Dr. Riya Patel, at Greenfield Medical Center, my appointment was rescheduled twice, parking was easy to find, the care made me feel comfortable despite small issues not sure why this happened",neutral,parking,parking,positive
2436,354,"nurses changed shifts without notice, several things went wrong without explanation",negative,nursing staff,nurse,negative
2437,433,"I met Dr. Riya Patel, at Riverside Health Clinic, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, parking took longer than expected, several things went wrong without explanation felt inconsistent honestly",negative,Dr. Riya Patel,doctor,negative
2438,433,"I met Dr. Riya Patel, at Riverside Health Clinic, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, parking took longer than expected, several things went wrong without explanation felt inconsistent honestly",negative,Riverside Health Clinic,facility,negative
2439,433,"I met Dr. Riya Patel, at Riverside Health Clinic, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, parking took longer than expected, several things went wrong without explanation felt inconsistent honestly",negative,minor outpatient biopsy,surgery,negative
2440,433,"I met Dr. Riya Patel, at Riverside Health Clinic, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, parking took longer than expected, several things went wrong without explanation felt inconsistent honestly",negative,nurse (individual),nurse,positive
2441,433,"I met Dr. Riya Patel, at Riverside Health Clinic, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, parking took longer than expected, several things went wrong without explanation felt inconsistent honestly",negative,appointment,appointment,negative
2442,433,"I met Dr. Riya Patel, at Riverside Health Clinic, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, parking took longer than expected, several things went wrong without explanation felt inconsistent honestly",negative,parking,parking,negative
2443,539,"for arthroscopic knee repair, the experience felt disorganized and poorly explained felt inconsistent honestly",negative,arthroscopic knee repair,surgery,negative
2444,784,"at Summit Care Facility, the appointment process was smooth, the nurse explained the medication schedule, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,Summit Care Facility,facility,neutral
2445,784,"at Summit Care Facility, the appointment process was smooth, the nurse explained the medication schedule, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,nursing staff,nurse,neutral
2446,784,"at Summit Care Facility, the appointment process was smooth, the nurse explained the medication schedule, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,appointment,appointment,positive
2447,784,"at Summit Care Facility, the appointment process was smooth, the nurse explained the medication schedule, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,parking,parking,negative
2448,160,"I met Dr. Riya Patel, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,Dr. Riya Patel,doctor,neutral
2449,160,"I met Dr. Riya Patel, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,laparoscopic gallbladder removal,surgery,neutral
2450,160,"I met Dr. Riya Patel, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,nursing staff,nurse,neutral
2451,160,"I met Dr. Riya Patel, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, overall the experience felt well managed and clear",neutral,appointment,appointment,negative
2452,631,", I left feeling confused and frustrated maybe I expected more",neutral,no_entity,none,none
2453,268,"I met Dr. Steven Holt, for arthroscopic knee repair, the appointment started late, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,Dr. Steven Holt,doctor,negative
2454,268,"I met Dr. Steven Holt, for arthroscopic knee repair, the appointment started late, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,arthroscopic knee repair,surgery,negative
2455,268,"I met Dr. Steven Holt, for arthroscopic knee repair, the appointment started late, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,appointment,appointment,negative
2456,841,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,Dr. Hannah Brooks,doctor,neutral
2457,841,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,Westbridge Medical Campus,facility,neutral
2458,841,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,cardiac ablation,surgery,neutral
2459,841,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,cardiac ablation surgery,surgery,neutral
2460,841,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,nurse (individual),nurse,positive
2461,841,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,appointment,appointment,negative
2462,630,"I met Dr. Riya Patel, the appointment started late, the experience felt disorganized and poorly explained",negative,Dr. Riya Patel,doctor,negative
2463,630,"I met Dr. Riya Patel, the appointment started late, the experience felt disorganized and poorly explained",negative,appointment,appointment,negative
2464,684,"I met Dr. Steven Holt, at Oakwood Surgical Institute, my appointment was rescheduled twice, nothing stood out as especially good or bad could just be bad luck",neutral,Dr. Steven Holt,doctor,neutral
2465,684,"I met Dr. Steven Holt, at Oakwood Surgical Institute, my appointment was rescheduled twice, nothing stood out as especially good or bad could just be bad luck",neutral,Oakwood Surgical Institute,facility,neutral
2466,684,"I met Dr. Steven Holt, at Oakwood Surgical Institute, my appointment was rescheduled twice, nothing stood out as especially good or bad could just be bad luck",neutral,appointment,appointment,negative
2467,696,"I met Dr. Marcus Lee, at Summit Care Facility, parking signs were unclear, the experience was acceptable but unremarkable",neutral,Dr. Marcus Lee,doctor,neutral
2468,696,"I met Dr. Marcus Lee, at Summit Care Facility, parking signs were unclear, the experience was acceptable but unremarkable",neutral,Summit Care Facility,facility,neutral
2469,696,"I met Dr. Marcus Lee, at Summit Care Facility, parking signs were unclear, the experience was acceptable but unremarkable",neutral,parking,parking,negative
2470,759,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for spinal fusion procedure, the appointment process was smooth, nurses changed shifts without notice, it met basic expectations without much impression",neutral,Dr. Nina Alvarez,doctor,neutral
2471,759,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for spinal fusion procedure, the appointment process was smooth, nurses changed shifts without notice, it met basic expectations without much impression",neutral,Oakwood Surgical Institute,facility,neutral
2472,759,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for spinal fusion procedure, the appointment process was smooth, nurses changed shifts without notice, it met basic expectations without much impression",neutral,spinal fusion,surgery,neutral
2473,759,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for spinal fusion procedure, the appointment process was smooth, nurses changed shifts without notice, it met basic expectations without much impression",neutral,spinal fusion procedure,surgery,neutral
2474,759,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for spinal fusion procedure, the appointment process was smooth, nurses changed shifts without notice, it met basic expectations without much impression",neutral,nursing staff,nurse,neutral
2475,759,"I met Dr. Nina Alvarez, at Oakwood Surgical Institute, for spinal fusion procedure, the appointment process was smooth, nurses changed shifts without notice, it met basic expectations without much impression",neutral,appointment,appointment,positive
2476,918,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, one nurse was helpful while another seemed annoyed, parking was easy to find, nothing stood out as especially good or bad maybe I expected more",neutral,Dr. Hannah Brooks,doctor,neutral
2477,918,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, one nurse was helpful while another seemed annoyed, parking was easy to find, nothing stood out as especially good or bad maybe I expected more",neutral,Oakwood Surgical Institute,facility,neutral
2478,918,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, one nurse was helpful while another seemed annoyed, parking was easy to find, nothing stood out as especially good or bad maybe I expected more",neutral,nurse (individual),nurse,positive
2479,918,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, one nurse was helpful while another seemed annoyed, parking was easy to find, nothing stood out as especially good or bad maybe I expected more",neutral,parking,parking,positive
2480,572,"I met Dr. Steven Holt, at Westbridge Medical Campus, the appointment started late, I left feeling confused and frustrated",negative,Dr. Steven Holt,doctor,negative
2481,572,"I met Dr. Steven Holt, at Westbridge Medical Campus, the appointment started late, I left feeling confused and frustrated",negative,Westbridge Medical Campus,facility,negative
2482,572,"I met Dr. Steven Holt, at Westbridge Medical Campus, the appointment started late, I left feeling confused and frustrated",negative,appointment,appointment,negative
2483,708,"I met Dr. Hannah Brooks, at Greenfield Medical Center, nurses changed shifts without notice, nothing stood out as especially good or bad",neutral,Dr. Hannah Brooks,doctor,neutral
2484,708,"I met Dr. Hannah Brooks, at Greenfield Medical Center, nurses changed shifts without notice, nothing stood out as especially good or bad",neutral,Greenfield Medical Center,facility,neutral
2485,708,"I met Dr. Hannah Brooks, at Greenfield Medical Center, nurses changed shifts without notice, nothing stood out as especially good or bad",neutral,nursing staff,nurse,neutral
2486,405,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation sugery, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,Dr. Hannah Brooks,doctor,negative
2487,405,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation sugery, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,Northlake Surgery Hospital,facility,negative
2488,405,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation sugery, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,cardiac ablation,surgery,negative
2489,405,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation sugery, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,nursing staff,nurse,negative
2490,234,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for spinal fusion procedure, my appointment was rescheduled twice, the care made me feel comfortable despite small issues hard to judge overall",neutral,Dr. Nina Alvarez,doctor,neutral
2491,234,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for spinal fusion procedure, my appointment was rescheduled twice, the care made me feel comfortable despite small issues hard to judge overall",neutral,Westbridge Medical Campus,facility,neutral
2492,234,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for spinal fusion procedure, my appointment was rescheduled twice, the care made me feel comfortable despite small issues hard to judge overall",neutral,spinal fusion,surgery,neutral
2493,234,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for spinal fusion procedure, my appointment was rescheduled twice, the care made me feel comfortable despite small issues hard to judge overall",neutral,spinal fusion procedure,surgery,neutral
2494,234,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for spinal fusion procedure, my appointment was rescheduled twice, the care made me feel comfortable despite small issues hard to judge overall",neutral,appointment,appointment,negative
2495,266,"I met Dr. Riya Patel, at Westbridge Medical Campus, the care made me feel comfortable despite small issues",positive,Dr. Riya Patel,doctor,positive
2496,266,"I met Dr. Riya Patel, at Westbridge Medical Campus, the care made me feel comfortable despite small issues",positive,Westbridge Medical Campus,facility,positive
2497,833,"I met Dr. Alan Moore, at Westbridge Medical Campus, for spinal fusion procedure, the appointment started late, I had to park far from the entrance, it met basic expectations without much impression",neutral,Dr. Alan Moore,doctor,neutral
2498,833,"I met Dr. Alan Moore, at Westbridge Medical Campus, for spinal fusion procedure, the appointment started late, I had to park far from the entrance, it met basic expectations without much impression",neutral,Westbridge Medical Campus,facility,neutral
2499,833,"I met Dr. Alan Moore, at Westbridge Medical Campus, for spinal fusion procedure, the appointment started late, I had to park far from the entrance, it met basic expectations without much impression",neutral,spinal fusion,surgery,neutral
2500,833,"I met Dr. Alan Moore, at Westbridge Medical Campus, for spinal fusion procedure, the appointment started late, I had to park far from the entrance, it met basic expectations without much impression",neutral,spinal fusion procedure,surgery,neutral
2501,833,"I met Dr. Alan Moore, at Westbridge Medical Campus, for spinal fusion procedure, the appointment started late, I had to park far from the entrance, it met basic expectations without much impression",neutral,appointment,appointment,negative
2502,833,"I met Dr. Alan Moore, at Westbridge Medical Campus, for spinal fusion procedure, the appointment started late, I had to park far from the entrance, it met basic expectations without much impression",neutral,parking,parking,negative
2503,103,"at Summit Care Facility, for spinal fusion procedure, the appointment process was smooth, parking signs were unclear, everything important was handled professionally",positive,Summit Care Facility,facility,positive
2504,103,"at Summit Care Facility, for spinal fusion procedure, the appointment process was smooth, parking signs were unclear, everything important was handled professionally",positive,spinal fusion,surgery,positive
2505,103,"at Summit Care Facility, for spinal fusion procedure, the appointment process was smooth, parking signs were unclear, everything important was handled professionally",positive,spinal fusion procedure,surgery,positive
2506,103,"at Summit Care Facility, for spinal fusion procedure, the appointment process was smooth, parking signs were unclear, everything important was handled professionally",positive,appointment,appointment,positive
2507,103,"at Summit Care Facility, for spinal fusion procedure, the appointment process was smooth, parking signs were unclear, everything important was handled professionally",positive,parking,parking,negative
2508,322,"I met Dr. Marcus Lee, the care made me feel comfortable despite small issues not sure why this happened",neutral,Dr. Marcus Lee,doctor,neutral
2509,462,", I left feeling confused and frustrated",negative,no_entity,none,none
2510,196,"at Westbridge Medical Campus, for spinal fusion procedure, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking took longer than expected, everything important was handled professionally",negative,Westbridge Medical Campus,facility,negative
2511,196,"at Westbridge Medical Campus, for spinal fusion procedure, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking took longer than expected, everything important was handled professionally",negative,spinal fusion,surgery,negative
2512,196,"at Westbridge Medical Campus, for spinal fusion procedure, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking took longer than expected, everything important was handled professionally",negative,spinal fusion procedure,surgery,negative
2513,196,"at Westbridge Medical Campus, for spinal fusion procedure, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking took longer than expected, everything important was handled professionally",negative,nurse (individual),nurse,positive
2514,196,"at Westbridge Medical Campus, for spinal fusion procedure, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking took longer than expected, everything important was handled professionally",negative,appointment,appointment,negative
2515,196,"at Westbridge Medical Campus, for spinal fusion procedure, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking took longer than expected, everything important was handled professionally",negative,parking,parking,negative
2516,974,"I met Dr. Steven Holt, at Oakwood Surgical Institute, parking took longer than expected, the experience was acceptable but unremarkable",neutral,Dr. Steven Holt,doctor,neutral
2517,974,"I met Dr. Steven Holt, at Oakwood Surgical Institute, parking took longer than expected, the experience was acceptable but unremarkable",neutral,Oakwood Surgical Institute,facility,neutral
2518,974,"I met Dr. Steven Holt, at Oakwood Surgical Institute, parking took longer than expected, the experience was acceptable but unremarkable",neutral,parking,parking,negative
2519,241,"at Riverside Health Clinic, the appointment started late, parking signs were unclear, overall the experience felt well managed and clear",negative,Riverside Health Clinic,facility,negative
2520,241,"at Riverside Health Clinic, the appointment started late, parking signs were unclear, overall the experience felt well managed and clear",negative,appointment,appointment,negative
2521,241,"at Riverside Health Clinic, the appointment started late, parking signs were unclear, overall the experience felt well managed and clear",negative,parking,parking,negative
2522,308,"I met Dr. Nina Alvarez, everything important was handled professionally could just be bad luck",neutral,Dr. Nina Alvarez,doctor,neutral
2523,223,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, everything important was handled professionally not sure why this happened",neutral,Dr. Marcus Lee,doctor,neutral
2524,223,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, everything important was handled professionally not sure why this happened",neutral,Northlake Surgery Hospital,facility,neutral
2525,86,"at Westbridge Medical Campus, for arthroscopic knee repair, I had to park far from the entrance, everything important was handled professionally not sure why this happened",neutral,Westbridge Medical Campus,facility,neutral
2526,86,"at Westbridge Medical Campus, for arthroscopic knee repair, I had to park far from the entrance, everything important was handled professionally not sure why this happened",neutral,arthroscopic knee repair,surgery,neutral
2527,86,"at Westbridge Medical Campus, for arthroscopic knee repair, I had to park far from the entrance, everything important was handled professionally not sure why this happened",neutral,parking,parking,negative
